x;p1;p2;p3;p4
28.805;1.1405e-005;6.22836e-006;1.1045e-005;9.51096e-005
28.81;-1.12275e-006;7.03857e-006;1.15492e-005;9.53999e-005
28.815;-2.29032e-006;5.65706e-006;1.15304e-005;9.54731e-005
28.82;-1.41049e-006;6.51152e-006;1.08842e-005;9.53311e-005
28.825;1.19041e-006;1.26248e-005;9.54894e-006;9.49765e-005
28.83;-3.34402e-006;2.10323e-005;7.51359e-006;9.44128e-005
28.835;-5.32541e-006;2.34409e-005;4.82216e-006;9.36441e-005
28.84;1.6466e-005;1.28946e-005;1.57291e-006;9.26754e-005
28.845;-1.28976e-005;-8.74545e-006;-2.08704e-006;9.15121e-005
28.85;3.77947e-006;-2.96273e-005;-5.9715e-006;9.01604e-005
28.855;1.38704e-005;-3.5627e-005;-9.86814e-006;8.8627e-005
28.86;-9.19179e-006;-2.17383e-005;-1.35538e-005;8.69192e-005
28.865;-3.36821e-005;2.4874e-006;-1.68105e-005;8.50444e-005
28.87;2.37392e-005;1.93271e-005;-1.94408e-005;8.30108e-005
28.875;2.65136e-005;1.69938e-005;-2.12819e-005;8.08267e-005
28.88;-5.23033e-006;-4.86036e-007;-2.22165e-005;7.85007e-005
28.885;-1.05075e-005;-1.69553e-005;-2.21804e-005;7.60416e-005
28.89;-3.8823e-005;-1.84626e-005;-2.11662e-005;7.34583e-005
28.895;2.6885e-005;-4.94773e-006;-1.92231e-005;7.07599e-005
28.9;1.69928e-005;1.15162e-005;-1.6453e-005;6.79555e-005
28.905;8.17869e-006;1.92656e-005;-1.30034e-005;6.50541e-005
28.91;-9.84135e-006;1.72352e-005;-9.05782e-006;6.20647e-005
28.915;-2.21896e-005;1.30611e-005;-4.82425e-006;5.89962e-005
28.92;-3.31926e-006;1.25569e-005;-5.22742e-007;5.58573e-005
28.925;1.38154e-005;1.26637e-005;3.6273e-006;5.26564e-005
28.93;2.28039e-005;5.34786e-006;7.41949e-006;4.94019e-005
28.935;-1.46399e-005;-1.22174e-005;1.06718e-005;4.61015e-005
28.94;-9.45516e-006;-3.23096e-005;1.32361e-005;4.27631e-005
28.945;1.84103e-006;-4.18759e-005;1.50065e-005;3.93938e-005
28.95;-4.46925e-006;-3.32621e-005;1.59243e-005;3.60007e-005
28.955;1.39094e-006;-1.04302e-005;1.59814e-005;3.25901e-005
28.96;1.69942e-005;1.44202e-005;1.52204e-005;2.91683e-005
28.965;-2.52926e-006;2.99223e-005;1.37314e-005;2.5741e-005
28.97;-1.42839e-005;3.21968e-005;1.16472e-005;2.23135e-005
28.975;-2.00167e-007;2.46452e-005;9.13418e-006;1.88908e-005
28.98;-9.39596e-007;1.31989e-005;6.38171e-006;1.54772e-005
28.985;1.58809e-005;2.31259e-006;3.58964e-006;1.20768e-005
28.99;-9.43865e-006;-5.70289e-006;9.5448e-007;8.69335e-006
28.995;2.2273e-006;-9.63102e-006;-1.34448e-006;5.33005e-006
29;-1.40973e-006;-9.22687e-006;-3.15818e-006;1.9898e-006
29.005;-5.33198e-006;-6.20661e-006;-4.37879e-006;-1.32481e-006
29.01;4.75314e-006;-4.20217e-006;-4.94792e-006;-4.61161e-006
29.015;-4.34226e-006;-6.29361e-006;-4.86101e-006;-7.86867e-006
29.02;7.34607e-006;-1.17842e-005;-4.1675e-006;-1.10944e-005
29.025;7.66307e-006;-1.56903e-005;-2.96667e-006;-1.42874e-005
29.03;-1.03781e-005;-1.24838e-005;-1.39925e-006;-1.74465e-005
29.035;-1.39862e-005;-1.34789e-006;3.64513e-007;-2.05707e-005
29.04;7.78714e-006;1.20642e-005;2.13935e-006;-2.36594e-005
29.045;1.7009e-005;1.96746e-005;3.74086e-006;-2.67117e-005
29.05;-7.46408e-006;1.75317e-005;5.00134e-006;-2.97271e-005
29.055;-1.25273e-006;8.80459e-006;5.78422e-006;-3.27051e-005
29.06;-6.22724e-007;4.68558e-007;5.99585e-006;-3.56451e-005
29.065;-2.4576e-005;-2.89451e-006;5.59339e-006;-3.85467e-005
29.07;3.28742e-005;-2.16321e-006;4.58844e-006;-4.14093e-005
29.075;-3.09643e-007;-1.17636e-006;3.04576e-006;-4.42323e-005
29.08;-1.03554e-005;-2.00189e-006;1.07746e-006;-4.70149e-005
29.085;-2.36504e-006;-3.13079e-006;-1.16693e-006;-4.97563e-005
29.09;-7.68051e-007;-2.05074e-006;-3.51345e-006;-5.24555e-005
29.095;4.06254e-006;1.13257e-006;-5.77881e-006;-5.51113e-005
29.1;-2.17143e-006;3.15745e-006;-7.78598e-006;-5.77222e-005
29.105;6.44505e-006;7.6297e-007;-9.37914e-006;-6.02868e-005
29.11;-2.93802e-006;-5.69547e-006;-1.04365e-005;-6.2803e-005
29.115;-2.53999e-006;-1.18212e-005;-1.08801e-005;-6.52689e-005
29.12;-2.92122e-006;-1.24971e-005;-1.06816e-005;-6.76821e-005
29.125;4.54189e-006;-6.06639e-006;-9.86407e-006;-7.00398e-005
29.13;-2.30293e-006;4.16377e-006;-8.49873e-006;-7.23391e-005
29.135;5.2788e-006;1.22165e-005;-6.69852e-006;-7.4577e-005
29.14;-1.75456e-006;1.35794e-005;-4.60781e-006;-7.67499e-005
29.145;-6.4413e-006;8.07823e-006;-2.3898e-006;-7.88541e-005
29.15;2.27193e-006;-3.03654e-007;-2.12753e-007;-8.08855e-005
29.155;6.9163e-006;-6.18818e-006;1.76398e-006;-8.284e-005
29.16;-4.25278e-006;-6.20464e-006;3.40275e-006;-8.47131e-005
29.165;-2.7547e-006;-9.98141e-007;4.5984e-006;-8.65001e-005
29.17;3.11732e-006;5.29345e-006;5.28609e-006;-8.8196e-005
29.175;-4.26101e-006;7.82874e-006;5.44561e-006;-8.97959e-005
29.18;4.6281e-006;4.4172e-006;5.10206e-006;-9.12945e-005
29.185;2.80798e-006;-2.87112e-006;4.32275e-006;-9.26866e-005
29.19;-4.00567e-006;-9.15182e-006;3.21086e-006;-9.39667e-005
29.195;-2.27787e-007;-1.0288e-005;1.89631e-006;-9.51295e-005
29.2;-7.54589e-006;-5.8322e-006;5.24706e-007;-9.61695e-005
29.205;1.16722e-005;9.85647e-007;-7.54777e-007;-9.70813e-005
29.21;-1.12622e-006;6.04816e-006;-1.80151e-006;-9.78596e-005
29.215;-3.39205e-006;7.35189e-006;-2.49476e-006;-9.84992e-005
29.22;4.82382e-006;5.69631e-006;-2.74322e-006;-9.8995e-005
29.225;-1.0309e-005;2.94924e-006;-2.49225e-006;-9.93423e-005
29.23;2.74209e-006;6.744e-008;-1.7281e-006;-9.95363e-005
29.235;6.12747e-006;-3.08076e-006;-4.7904e-007;-9.95727e-005
29.24;-1.01147e-006;-6.29926e-006;1.18668e-006;-9.94477e-005
29.245;5.34818e-006;-8.10354e-006;3.16594e-006;-9.91574e-005
29.25;-1.24431e-005;-6.65652e-006;5.32827e-006;-9.86988e-005
29.255;-4.55498e-006;-1.73022e-006;7.52545e-006;-9.80689e-005
29.26;1.4991e-005;4.49083e-006;9.60216e-006;-9.72656e-005
29.265;1.09967e-006;8.74487e-006;1.1407e-005;-9.62869e-005
29.27;-4.10832e-006;8.89749e-006;1.28033e-005;-9.51316e-005
29.275;-6.60095e-006;5.08608e-006;1.36782e-005;-9.37991e-005
29.28;-2.68071e-006;-7.01733e-007;1.39503e-005;-9.22891e-005
29.285;8.59495e-006;-5.69364e-006;1.35745e-005;-9.06022e-005
29.29;6.78023e-006;-7.32746e-006;1.25449e-005;-8.87394e-005
29.295;-4.48032e-006;-4.37017e-006;1.08937e-005;-8.67026e-005
29.3;-9.20553e-006;1.88185e-006;8.68866e-006;-8.4494e-005
29.305;-2.68077e-006;7.54425e-006;6.02734e-006;-8.21167e-005
29.31;7.53176e-006;8.37656e-006;3.03024e-006;-7.95742e-005
29.315;8.64699e-006;3.2164e-006;-1.67744e-007;-7.68708e-005
29.32;1.85812e-006;-4.5358e-006;-3.42619e-006;-7.40115e-005
29.325;-1.79149e-005;-9.39121e-006;-6.6078e-006;-7.10015e-005
29.33;-5.70581e-008;-8.32854e-006;-9.5863e-006;-6.7847e-005
29.335;5.85288e-006;-3.09259e-006;-1.22529e-005;-6.45544e-005
29.34;7.96205e-006;1.99368e-006;-1.45208e-005;-6.11309e-005
29.345;2.736e-006;4.24897e-006;-1.63284e-005;-5.75838e-005
29.35;-9.85294e-006;4.38716e-006;-1.76393e-005;-5.39213e-005
29.355;-1.37542e-006;4.27496e-006;-1.84415e-005;-5.01516e-005
29.36;-7.67506e-006;3.7795e-006;-1.87442e-005;-4.62833e-005
29.365;1.17463e-005;7.65748e-007;-1.85741e-005;-4.23255e-005
29.37;5.4604e-006;-5.52801e-006;-1.79705e-005;-3.82873e-005
29.375;2.22707e-006;-1.17895e-005;-1.69804e-005;-3.41781e-005
29.38;-7.53297e-006;-1.23781e-005;-1.56541e-005;-3.00075e-005
29.385;-2.55863e-005;-4.48109e-006;-1.40417e-005;-2.57849e-005
29.39;3.1894e-005;8.42286e-006;-1.21901e-005;-2.15201e-005
29.395;1.28778e-006;1.85732e-005;-1.01422e-005;-1.72226e-005
29.4;-7.50148e-006;1.97775e-005;-7.93676e-006;-1.29018e-005
29.405;-4.6892e-006;1.18235e-005;-5.60933e-006;-8.56709e-006
29.41;-3.82445e-007;-7.86945e-008;-3.19443e-006;-4.22768e-006
29.415;3.56545e-006;-9.60024e-006;-7.27756e-007;1.07533e-007
29.42;8.1472e-007;-1.33434e-005;1.75166e-006;4.42992e-006
29.425;5.17129e-007;-1.18469e-005;4.19973e-006;8.73113e-006
29.43;-8.79309e-007;-7.856e-006;6.56666e-006;1.30032e-005
29.435;-3.7384e-007;-4.01982e-006;8.79747e-006;1.72386e-005
29.44;-1.15958e-006;-1.69151e-006;1.08338e-005;2.14301e-005
29.445;1.4149e-006;-9.3476e-007;1.26172e-005;2.55708e-005
29.45;-3.88433e-006;-9.3895e-007;1.40928e-005;2.96545e-005
29.455;5.98651e-006;-3.88074e-007;1.52144e-005;3.36753e-005
29.46;-2.41743e-007;1.95596e-006;1.59485e-005;3.76277e-005
29.465;-8.84579e-007;6.23161e-006;1.62786e-005;4.15068e-005
29.47;-1.66524e-006;1.06705e-005;1.62082e-005;4.5308e-005
29.475;-7.84246e-006;1.22055e-005;1.57615e-005;4.90271e-005
29.48;9.23637e-006;8.75911e-006;1.49832e-005;5.26605e-005
29.485;3.4614e-006;1.53827e-006;1.39357e-005;5.62048e-005
29.49;3.01732e-006;-5.15063e-006;1.26946e-005;5.9657e-005
29.495;-9.88149e-006;-7.18368e-006;1.1343e-005;6.30142e-005
29.5;-9.23264e-006;-4.35231e-006;9.96425e-006;6.62742e-005
29.505;1.11711e-005;-7.5289e-007;8.63515e-006;6.94347e-005
29.51;4.31152e-006;-9.23162e-007;7.41918e-006;7.24937e-005
29.515;4.69096e-006;-5.25435e-006;6.36093e-006;7.54492e-005
29.52;-6.38803e-006;-9.39269e-006;5.48227e-006;7.82995e-005
29.525;-1.13068e-005;-8.51637e-006;4.78069e-006;8.10428e-005
29.53;1.84609e-006;-2.28616e-006;4.22984e-006;8.36773e-005
29.535;1.17236e-005;4.61788e-006;3.78247e-006;8.62013e-005
29.54;1.70018e-006;7.01187e-006;3.37536e-006;8.86128e-005
29.545;-4.51146e-006;4.23273e-006;2.9358e-006;9.09097e-005
29.55;-3.43263e-006;6.26901e-007;2.38895e-006;9.30899e-005
29.555;-3.35269e-006;1.05283e-006;1.66558e-006;9.51509e-005
29.56;5.94914e-006;5.85573e-006;7.09116e-007;9.709e-005
29.565;1.2766e-006;1.02069e-005;-5.18228e-007;9.89042e-005
29.57;-3.71529e-006;8.5099e-006;-2.03116e-006;0.00010059
29.575;-7.65788e-007;-1.26947e-007;-3.81895e-006;0.000102145
29.58;9.85532e-006;-1.03645e-005;-5.84535e-006;0.000103564
29.585;-3.96848e-006;-1.46587e-005;-8.05058e-006;0.000104844
29.59;-1.41226e-005;-9.57637e-006;-1.03554e-005;0.00010598
29.595;7.3406e-006;1.06252e-006;-1.26664e-005;0.000106967
29.6;7.52781e-006;9.14056e-006;-1.48831e-005;0.000107801
29.605;-6.01465e-007;8.88995e-006;-1.69041e-005;0.000108477
29.61;-8.72863e-008;1.45971e-006;-1.86348e-005;0.000108988
29.615;-6.53444e-006;-6.49428e-006;-1.99931e-005;0.000109331
29.62;9.11994e-008;-8.6731e-006;-2.09147e-005;0.000109499
29.625;-3.49163e-006;-4.10031e-006;-2.13564e-005;0.000109487
29.63;1.14854e-005;2.91658e-006;-2.12983e-005;0.00010929
29.635;1.65575e-006;7.11049e-006;-2.07436e-005;0.000108902
29.64;-9.75747e-006;6.50773e-006;-1.97169e-005;0.000108319
29.645;1.75324e-006;3.0303e-006;-1.82616e-005;0.000107536
29.65;-1.32136e-006;-2.37044e-007;-1.64353e-005;0.000106549
29.655;1.49896e-006;-1.90065e-006;-1.43051e-005;0.000105353
29.66;2.37909e-006;-2.65405e-006;-1.19423e-005;0.000103946
29.665;2.30132e-006;-3.53984e-006;-9.41745e-006;0.000102325
29.67;-1.21214e-006;-4.37622e-006;-6.79589e-006;0.000100488
29.675;-9.25835e-006;-3.97517e-006;-4.13436e-006;9.84337e-005
29.68;5.43343e-006;-1.61878e-006;-1.47873e-006;9.61625e-005
29.685;4.6345e-006;1.95048e-006;1.13681e-006;9.36749e-005
29.69;-6.97642e-007;4.98171e-006;3.68926e-006;9.09725e-005
29.695;-2.76297e-006;6.00053e-006;6.16489e-006;8.80583e-005
29.7;-2.42815e-006;4.73374e-006;8.5564e-006;8.49362e-005
29.705;-1.16541e-007;2.13166e-006;1.08593e-005;8.16113e-005
29.71;5.5436e-006;-2.68336e-007;1.30679e-005;7.80898e-005
29.715;4.93956e-007;-1.22702e-006;1.51717e-005;7.43793e-005
29.72;-3.24944e-006;-6.19585e-007;1.71523e-005;7.04884e-005
29.725;-3.90464e-006;2.88041e-007;1.89813e-005;6.6427e-005
29.73;7.50218e-007;-3.73044e-007;2.06197e-005;6.22062e-005
29.735;7.4693e-006;-3.40727e-006;2.20187e-005;5.78381e-005
29.74;-1.70852e-006;-7.31083e-006;2.31225e-005;5.33362e-005
29.745;-5.16936e-006;-8.91656e-006;2.38723e-005;4.87147e-005
29.75;3.64178e-006;-5.89577e-006;2.4211e-005;4.39891e-005
29.755;-3.35595e-006;8.6129e-007;2.40898e-005;3.91757e-005
29.76;2.70704e-006;7.30389e-006;2.34731e-005;3.42915e-005
29.765;-8.99549e-007;9.1171e-006;2.23448e-005;2.93543e-005
29.77;-1.69269e-006;5.25624e-006;2.07119e-005;2.43826e-005
29.775;6.47103e-006;-9.71517e-007;1.86068e-005;1.93952e-005
29.78;6.28346e-007;-4.5101e-006;1.6088e-005;1.44114e-005
29.785;-7.42089e-006;-2.81312e-006;1.32377e-005;9.45071e-006
29.79;-5.54373e-006;2.06559e-006;1.01574e-005;4.5326e-006
29.795;-1.46635e-006;5.67335e-006;6.96158e-006;-3.23445e-007
29.8;2.0546e-005;5.6232e-006;3.76932e-006;-5.09815e-006
29.805;1.36161e-005;3.66657e-006;6.95673e-007;-9.77259e-006
29.81;-4.17386e-005;2.94425e-006;-2.15744e-006;-1.43284e-005
29.815;5.21342e-006;3.47083e-006;-4.70932e-006;-1.87479e-005
29.82;-6.7892e-007;1.55256e-006;-6.90692e-006;-2.30141e-005
29.825;2.41734e-005;-5.35482e-006;-8.7288e-006;-2.7111e-005
29.83;2.05984e-005;-1.38343e-005;-1.01862e-005;-3.10238e-005
29.835;-4.8494e-005;-1.63942e-005;-1.13211e-005;-3.47387e-005
29.84;1.19038e-005;-9.37945e-006;-1.22005e-005;-3.82434e-005
29.845;-2.19406e-005;1.69328e-006;-1.29093e-005;-4.15268e-005
29.85;2.90328e-005;6.52588e-006;-1.35397e-005;-4.45795e-005
29.855;3.20313e-005;7.79203e-007;-1.41808e-005;-4.73937e-005
29.86;-2.28037e-005;-8.24984e-006;-1.49078e-005;-4.99632e-005
29.865;-4.32637e-005;-8.1174e-006;-1.5772e-005;-5.22834e-005
29.87;1.96264e-005;5.88929e-006;-1.67938e-005;-5.43516e-005
29.875;1.66683e-005;2.46654e-005;-1.79583e-005;-5.61669e-005
29.88;7.36607e-006;3.26361e-005;-1.9215e-005;-5.77301e-005
29.885;2.73048e-006;2.16736e-005;-2.04804e-005;-5.90436e-005
29.89;-3.38905e-005;-1.51311e-006;-2.16453e-005;-6.01119e-005
29.895;1.67758e-005;-2.09222e-005;-2.25843e-005;-6.09409e-005
29.9;3.7439e-007;-2.42413e-005;-2.31678e-005;-6.15383e-005
29.905;1.12735e-005;-1.20878e-005;-2.32743e-005;-6.19132e-005
29.91;-9.90047e-006;3.39584e-006;-2.28033e-005;-6.20762e-005
29.915;-9.1199e-006;8.58857e-006;-2.16854e-005;-6.20394e-005
29.92;9.40759e-006;-9.91088e-007;-1.98904e-005;-6.1816e-005
29.925;7.25223e-006;-1.7305e-005;-1.7432e-005;-6.14203e-005
29.93;2.55463e-006;-2.60056e-005;-1.43679e-005;-6.08678e-005
29.935;-2.03072e-005;-1.764e-005;-1.07966e-005;-6.01745e-005
29.94;-1.81129e-006;4.65537e-006;-6.85003e-006;-5.93574e-005
29.945;1.89009e-005;2.71132e-005;-2.68369e-006;-5.84338e-005
29.95;-5.03115e-007;3.55514e-005;1.53549e-006;-5.74213e-005
29.955;-2.96071e-006;2.56732e-005;5.64186e-006;-5.63379e-005
29.96;-2.25452e-006;5.34711e-006;9.48344e-006;-5.52016e-005
29.965;-9.43341e-006;-1.2276e-005;1.29327e-005;-5.40299e-005
29.97;5.90641e-006;-1.84761e-005;1.58948e-005;-5.28405e-005
29.975;5.22582e-006;-1.37404e-005;1.8313e-005;-5.16501e-005
29.98;2.03005e-006;-4.97981e-006;2.017e-005;-5.04752e-005
29.985;-3.63737e-006;1.03058e-006;2.14862e-005;-4.93313e-005
29.99;-2.30048e-006;2.13391e-006;2.23146e-005;-4.8233e-005
29.995;-1.624e-006;4.72935e-007;2.27326e-005;-4.71938e-005
30;2.2385e-006;-8.35538e-007;2.28327e-005;-4.62262e-005
30.005;9.35647e-007;-4.38697e-007;2.27114e-005;-4.53412e-005
30.01;1.68496e-006;1.00698e-006;2.24589e-005;-4.45487e-005
30.015;-1.9007e-007;2.25211e-006;2.21489e-005;-4.3857e-005
30.02;-2.35703e-006;2.61581e-006;2.18313e-005;-4.32729e-005
30.025;-1.05569e-006;2.02192e-006;2.15266e-005;-4.28017e-005
30.03;-1.57595e-006;5.67891e-007;2.12236e-005;-4.24472e-005
30.035;7.44754e-006;-1.4394e-006;2.08804e-005;-4.22115e-005
30.04;-4.96985e-006;-3.06736e-006;2.04284e-005;-4.20951e-005
30.045;1.50763e-006;-2.91094e-006;1.97793e-005;-4.20971e-005
30.05;-1.49299e-007;-2.83997e-007;1.88339e-005;-4.22149e-005
30.055;-1.41953e-006;3.46472e-006;1.74932e-005;-4.24445e-005
30.06;-9.10842e-007;5.11764e-006;1.56695e-005;-4.27806e-005
30.065;8.63587e-007;1.8379e-006;1.32966e-005;-4.32163e-005
30.07;2.01435e-006;-5.92533e-006;1.03403e-005;-4.37438e-005
30.075;1.62952e-006;-1.34912e-005;6.80471e-006;-4.43538e-005
30.08;-2.85857e-006;-1.45026e-005;2.73706e-006;-4.50362e-005
30.085;-2.10922e-007;-5.68437e-006;-1.77169e-006;-4.57799e-005
30.09;-1.12364e-006;9.79122e-006;-6.58966e-006;-4.6573e-005
30.095;-1.88825e-006;2.34242e-005;-1.15504e-005;-4.74031e-005
30.1;-1.2941e-006;2.67643e-005;-1.64625e-005;-4.82571e-005
30.105;2.03626e-005;1.72547e-005;-2.11216e-005;-4.91217e-005
30.11;-1.36463e-005;8.8768e-008;-2.53238e-005;-4.99832e-005
30.115;-2.03049e-005;-1.53093e-005;-2.88797e-005;-5.08279e-005
30.12;2.08456e-005;-2.13582e-005;-3.16274e-005;-5.16422e-005
30.125;1.79652e-006;-1.65377e-005;-3.34443e-005;-5.24127e-005
30.13;2.89622e-006;-5.47411e-006;-3.42547e-005;-5.31262e-005
30.135;-7.40323e-006;4.21286e-006;-3.40355e-005;-5.377e-005
30.14;-9.32601e-006;6.15044e-006;-3.28166e-005;-5.43323e-005
30.145;4.44722e-006;-1.14117e-006;-3.06778e-005;-5.48014e-005
30.15;6.74288e-006;-1.26651e-005;-2.77419e-005;-5.5167e-005
30.155;1.2855e-005;-1.90615e-005;-2.41653e-005;-5.54193e-005
30.16;-7.38522e-006;-1.26172e-005;-2.01255e-005;-5.55496e-005
30.165;-2.92708e-005;6.16608e-006;-1.5809e-005;-5.55502e-005
30.17;1.51104e-005;2.70867e-005;-1.13979e-005;-5.54147e-005
30.175;1.59842e-005;3.66322e-005;-7.05938e-006;-5.51377e-005
30.18;2.54839e-006;2.81097e-005;-2.9362e-006;-5.47149e-005
30.185;-1.05452e-005;7.0597e-006;8.59236e-007;-5.41435e-005
30.19;-7.9087e-006;-1.3013e-005;4.24799e-006;-5.34216e-005
30.195;-2.19618e-006;-2.10177e-005;7.18443e-006;-5.25487e-005
30.2;9.00599e-006;-1.59348e-005;9.65345e-006;-5.15256e-005
30.205;1.03066e-005;-5.86703e-006;1.16654e-005;-5.03541e-005
30.21;-7.29592e-006;-3.73313e-007;1.32498e-005;-4.90371e-005
30.215;-8.46624e-006;-3.06757e-006;1.44484e-005;-4.75788e-005
30.22;9.9858e-007;-9.97336e-006;1.53089e-005;-4.59843e-005
30.225;5.70755e-006;-1.37051e-005;1.5879e-005;-4.42597e-005
30.23;3.2735e-006;-9.43669e-006;1.62025e-005;-4.2412e-005
30.235;-2.99399e-006;1.6459e-006;1.63165e-005;-4.04489e-005
30.24;-4.16762e-006;1.32971e-005;1.62509e-005;-3.83789e-005
30.245;-3.20066e-006;1.86079e-005;1.60279e-005;-3.62112e-005
30.25;4.92604e-006;1.48862e-005;1.56644e-005;-3.39553e-005
30.255;1.20812e-005;5.60918e-006;1.51731e-005;-3.16213e-005
30.26;-1.03332e-005;-2.26936e-006;1.45646e-005;-2.92197e-005
30.265;-5.55448e-006;-3.89506e-006;1.38489e-005;-2.67608e-005
30.27;-2.12505e-006;-4.21463e-007;1.3036e-005;-2.42555e-005
30.275;7.08924e-006;2.41625e-006;1.21362e-005;-2.17144e-005
30.28;1.62668e-006;6.71485e-008;1.11589e-005;-1.9148e-005
30.285;7.06538e-006;-6.08697e-006;1.0112e-005;-1.65669e-005
30.29;-4.53903e-006;-9.81441e-006;8.99955e-006;-1.3981e-005
30.295;-1.56539e-005;-6.2458e-006;7.82142e-006;-1.14001e-005
30.3;4.01939e-006;2.76506e-006;6.57193e-006;-8.8335e-006
30.305;7.00909e-006;9.64842e-006;5.24039e-006;-6.28988e-006
30.31;1.23963e-005;7.86157e-006;3.81233e-006;-3.77744e-006
30.315;-4.71362e-006;-2.02728e-006;2.27193e-006;-1.30362e-006
30.32;-1.4858e-005;-1.27114e-005;6.05462e-007;1.12481e-006
30.325;-3.79387e-006;-1.64088e-005;-1.1946e-006;3.5018e-006
30.33;1.12595e-005;-1.09531e-005;-3.12529e-006;5.82213e-006
30.335;8.55077e-006;-4.77459e-007;-5.16924e-006;8.08141e-006
30.34;-4.3446e-006;8.86686e-006;-7.29164e-006;1.02761e-005
30.345;-3.84844e-006;1.34596e-005;-9.43873e-006;1.24034e-005
30.35;-1.16792e-005;1.33596e-005;-1.15383e-005;1.44614e-005
30.355;1.33129e-005;1.04865e-005;-1.35019e-005;1.64492e-005
30.36;1.30369e-006;6.63974e-006;-1.52303e-005;1.83665e-005
30.365;-2.48411e-006;2.98506e-006;-1.66191e-005;2.02138e-005
30.37;3.39975e-007;3.13696e-007;-1.75675e-005;2.19924e-005
30.375;-1.47756e-006;-1.15544e-006;-1.79867e-005;2.37045e-005
30.38;-2.20243e-006;-2.30805e-006;-1.78087e-005;2.53527e-005
30.385;-3.18372e-006;-4.82811e-006;-1.69936e-005;2.69405e-005
30.39;1.35231e-005;-9.62281e-006;-1.55357e-005;2.84716e-005
30.395;-6.24963e-006;-1.52427e-005;-1.34668e-005;2.99505e-005
30.4;-3.86082e-006;-1.81119e-005;-1.08564e-005;3.13821e-005
30.405;-4.98989e-007;-1.48998e-005;-7.80921e-006;3.27715e-005
30.41;2.15378e-006;-5.26063e-006;-4.45922e-006;3.41244e-005
30.415;4.62838e-006;7.36049e-006;-9.61691e-007;3.54464e-005
30.42;-4.97562e-006;1.76064e-005;2.51697e-006;3.67434e-005
30.425;-1.62011e-006;2.14049e-005;5.81017e-006;3.80213e-005
30.43;3.50024e-006;1.82284e-005;8.76214e-006;3.92862e-005
30.435;1.02167e-007;1.09572e-005;1.1238e-005;4.05437e-005
30.44;6.71209e-007;3.58769e-006;1.31323e-005;4.17997e-005
30.445;-1.87698e-006;-1.49598e-006;1.43746e-005;4.30595e-005
30.45;-5.69676e-006;-4.66699e-006;1.49334e-005;4.43283e-005
30.455;7.31741e-006;-7.79173e-006;1.4816e-005;4.56109e-005
30.46;2.8011e-006;-1.17232e-005;1.40667e-005;4.69115e-005
30.465;-4.96921e-006;-1.48821e-005;1.27614e-005;4.82341e-005
30.47;2.95704e-006;-1.43627e-005;1.10021e-005;4.95818e-005
30.475;-7.98481e-006;-8.65407e-006;8.90819e-006;5.09574e-005
30.48;5.56907e-006;5.43721e-007;6.60856e-006;5.2363e-005
30.485;1.26522e-006;9.15389e-006;4.23317e-006;5.37999e-005
30.49;2.15834e-006;1.35103e-005;1.90522e-006;5.52686e-005
30.495;-3.65565e-006;1.26663e-005;-2.6557e-007;5.67692e-005
30.5;-1.58684e-007;8.41029e-006;-2.18833e-006;5.83008e-005
30.505;-1.24331e-006;3.38338e-006;-3.79483e-006;5.98618e-005
30.51;-2.77897e-007;-7.54182e-007;-5.0416e-006;6.14497e-005
30.515;4.38649e-006;-3.65186e-006;-5.91035e-006;6.30614e-005
30.52;-1.33919e-007;-5.39109e-006;-6.40685e-006;6.46931e-005
30.525;-1.37685e-006;-5.79477e-006;-6.55834e-006;6.63399e-005
30.53;-5.30508e-006;-4.72864e-006;-6.40985e-006;6.79965e-005
30.535;9.20631e-006;-2.78673e-006;-6.01956e-006;6.96567e-005
30.54;-1.32196e-005;-1.20653e-006;-5.4536e-006;7.13138e-005
30.545;1.48396e-005;-7.98531e-007;-4.78076e-006;7.29604e-005
30.55;-3.63176e-006;-9.92321e-007;-4.06718e-006;7.45885e-005
30.555;-4.77022e-006;-2.32413e-007;-3.37162e-006;7.61895e-005
30.56;6.71645e-007;2.39413e-006;-2.74156e-006;7.77544e-005
30.565;-1.15379e-006;5.86606e-006;-2.21028e-006;7.92737e-005
30.57;5.03137e-006;7.72755e-006;-1.79525e-006;8.07378e-005
30.575;-9.90789e-007;6.11797e-006;-1.49781e-006;8.21363e-005
30.58;-4.21611e-006;1.49235e-006;-1.30427e-006;8.34592e-005
30.585;6.78368e-006;-3.60253e-006;-1.18815e-006;8.46958e-005
30.59;-2.93367e-006;-6.5215e-006;-1.11351e-006;8.58356e-005
30.595;-9.49088e-006;-6.45887e-006;-1.03908e-006;8.68681e-005
30.6;8.98303e-006;-4.59891e-006;-9.22698e-007;8.77827e-005
30.605;6.41601e-006;-2.51514e-006;-7.25993e-007;8.8569e-005
30.61;-5.50018e-006;-5.92025e-007;-4.18569e-007;8.9217e-005
30.615;-8.19782e-006;1.85767e-006;1.83327e-008;8.97168e-005
30.62;7.87251e-006;5.01541e-006;5.89171e-007;9.00588e-005
30.625;4.03367e-007;7.41673e-006;1.28265e-006;9.0234e-005
30.63;-3.03759e-006;6.74437e-006;2.07149e-006;9.02339e-005
30.635;1.93818e-006;2.04398e-006;2.91373e-006;9.00503e-005
30.64;-2.98567e-007;-4.6988e-006;3.75516e-006;8.96758e-005
