x;p1;p2;p3;p4
11.235;1.6277e-005;-4.94297e-006;5.19261e-006;1.96088e-005
11.24;-2.12356e-005;-4.9907e-006;5.30049e-006;1.96195e-005
11.245;-1.50333e-005;-2.34941e-006;5.73534e-006;1.96032e-005
11.25;4.66924e-006;2.45341e-006;6.3953e-006;1.95598e-005
11.255;5.75861e-006;4.99836e-006;7.14445e-006;1.94892e-005
11.26;2.34244e-005;2.13338e-006;7.82505e-006;1.93914e-005
11.265;-2.1307e-006;-3.41869e-006;8.27209e-006;1.92666e-005
11.27;-4.93976e-005;-4.86122e-006;8.32901e-006;1.91149e-005
11.275;3.65627e-005;1.66676e-006;7.86314e-006;1.89367e-005
11.28;-1.90186e-006;1.21626e-005;6.77933e-006;1.87323e-005
11.285;7.85866e-007;1.74494e-005;5.03076e-006;1.85021e-005
11.29;-2.85417e-006;1.13946e-005;2.62565e-006;1.82467e-005
11.295;-1.19579e-005;-2.93046e-006;-3.70492e-007;1.79663e-005
11.3;3.02802e-005;-1.50059e-005;-3.83758e-006;1.76616e-005
11.305;-2.1054e-005;-1.54221e-005;-7.60828e-006;1.7333e-005
11.31;-6.55676e-006;-4.06572e-006;-1.14795e-005;1.6981e-005
11.315;-2.85873e-006;9.33499e-006;-1.52272e-005;1.66059e-005
11.32;1.25277e-005;1.32766e-005;-1.86228e-005;1.62082e-005
11.325;2.5731e-005;4.37505e-006;-2.14507e-005;1.57882e-005
11.33;-3.01714e-005;-9.80232e-006;-2.35251e-005;1.53464e-005
11.335;-8.08429e-006;-1.75947e-005;-2.47041e-005;1.48828e-005
11.34;9.99637e-007;-1.33107e-005;-2.49014e-005;1.43979e-005
11.345;7.90365e-006;-1.17757e-006;-2.40933e-005;1.38917e-005
11.35;1.90822e-005;9.71761e-006;-2.2321e-005;1.33645e-005
11.355;-4.60022e-006;1.35666e-005;-1.96883e-005;1.28163e-005
11.36;-1.97003e-005;1.11154e-005;-1.6354e-005;1.22472e-005
11.365;-1.13033e-005;6.32645e-006;-1.25207e-005;1.16574e-005
11.37;1.78462e-005;1.58517e-006;-8.41938e-006;1.10468e-005
11.375;1.74384e-005;-3.21858e-006;-4.29297e-006;1.04157e-005
11.38;-5.16339e-006;-8.0483e-006;-3.77616e-007;9.76413e-006
11.385;-2.41154e-005;-1.09366e-005;3.1147e-006;9.09225e-006
11.39;3.03363e-006;-9.58011e-006;6.01208e-006;8.40031e-006
11.395;1.58467e-005;-4.19634e-006;8.19545e-006;7.68862e-006
11.4;9.43293e-007;1.93651e-006;9.60726e-006;6.95757e-006
11.405;-5.04873e-006;5.00112e-006;1.02552e-005;6.20769e-006
11.41;-8.42122e-006;3.7606e-006;1.02109e-005;5.43962e-006
11.415;3.43911e-006;5.59432e-007;9.6026e-006;4.65414e-006
11.42;9.2915e-006;-4.32846e-007;8.60423e-006;3.85218e-006
11.425;-1.43734e-006;3.61108e-006;7.41922e-006;3.03486e-006
11.43;-9.57233e-006;1.1663e-005;6.26223e-006;2.20345e-006
11.435;-1.61814e-006;1.86962e-005;5.33934e-006;1.35941e-006
11.44;1.33246e-005;1.84243e-005;4.82861e-006;5.04386e-007
11.445;-1.78163e-006;7.58947e-006;4.86262e-006;-3.59758e-007
11.45;-8.14208e-006;-1.09287e-005;5.51476e-006;-1.23101e-006
11.455;-5.59195e-006;-2.85644e-005;6.79041e-006;-2.10715e-006
11.46;1.11232e-005;-3.53824e-005;8.62402e-006;-2.98579e-006
11.465;9.98508e-006;-2.61673e-005;1.08827e-005;-3.86437e-006
11.47;-1.01687e-005;-4.74288e-006;1.33759e-005;-4.74017e-006
11.475;-1.32175e-005;1.68668e-005;1.58708e-005;-5.61036e-006
11.48;-9.26553e-007;2.53983e-005;1.8112e-005;-6.47197e-006
11.485;1.7576e-005;1.58919e-005;1.98441e-005;-7.32193e-006
11.49;9.68126e-006;-3.39605e-006;2.08347e-005;-8.15712e-006
11.495;-5.31413e-006;-1.62098e-005;2.08961e-005;-8.97435e-006
11.5;-1.65374e-005;-1.11532e-005;1.99041e-005;-9.77045e-006
11.505;-2.45397e-005;8.25019e-006;1.78114e-005;-1.05422e-005
11.51;3.59925e-005;2.59695e-005;1.46544e-005;-1.12866e-005
11.515;1.53465e-005;2.72343e-005;1.05532e-005;-1.20005e-005
11.52;-8.30668e-006;1.13952e-005;5.70469e-006;-1.2681e-005
11.525;-1.45678e-005;-8.17168e-006;3.6803e-007;-1.33253e-005
11.53;-1.56644e-005;-1.68384e-005;-5.15449e-006;-1.39308e-005
11.535;9.79468e-006;-1.16686e-005;-1.05409e-005;-1.44951e-005
11.54;8.68329e-006;-2.39556e-006;-1.54747e-005;-1.5016e-005
11.545;2.18863e-005;-5.80116e-007;-1.96698e-005;-1.54918e-005
11.55;-9.58778e-006;-8.39781e-006;-2.28928e-005;-1.59206e-005
11.555;-2.69886e-005;-1.76258e-005;-2.49806e-005;-1.63014e-005
11.56;-6.73473e-006;-1.83187e-005;-2.58532e-005;-1.66331e-005
11.565;2.0871e-005;-7.6237e-006;-2.5518e-005;-1.69152e-005
11.57;1.99213e-005;9.01238e-006;-2.40679e-005;-1.71474e-005
11.575;-6.23064e-006;2.30646e-005;-2.16722e-005;-1.73299e-005
11.58;-1.87228e-005;2.80933e-005;-1.85608e-005;-1.74632e-005
11.585;-1.38726e-005;2.14025e-005;-1.50046e-005;-1.75481e-005
11.59;9.39904e-006;4.25792e-006;-1.12915e-005;-1.7586e-005
11.595;1.91599e-005;-1.70811e-005;-7.70287e-006;-1.75786e-005
11.6;1.63213e-005;-3.17473e-005;-4.49001e-006;-1.75277e-005
11.605;-1.59711e-005;-2.97117e-005;-1.85404e-006;-1.74358e-005
11.61;-4.38844e-005;-1.03052e-005;6.95356e-008;-1.73054e-005
11.615;2.34407e-005;1.45106e-005;1.22039e-006;-1.71394e-005
11.62;1.46533e-005;2.80325e-005;1.6161e-006;-1.69412e-005
11.625;1.83272e-005;2.2688e-005;1.34811e-006;-1.6714e-005
11.63;-1.18611e-006;6.74644e-006;5.71031e-007;-1.64614e-005
11.635;-3.70518e-005;-3.72323e-006;-5.13431e-007;-1.61873e-005
11.64;-1.19387e-005;-4.69104e-007;-1.67667e-006;-1.58954e-005
11.645;1.94867e-005;9.29548e-006;-2.68562e-006;-1.55898e-005
11.65;3.82105e-005;1.09769e-005;-3.32532e-006;-1.52743e-005
11.655;-1.96421e-005;-2.00627e-006;-3.41974e-006;-1.4953e-005
11.66;-1.12388e-005;-2.13088e-005;-2.84877e-006;-1.46297e-005
11.665;-2.82555e-006;-3.18017e-005;-1.55999e-006;-1.43082e-005
11.67;-2.42529e-005;-2.58067e-005;4.25887e-007;-1.39922e-005
11.675;3.01539e-005;-9.06194e-006;3.01641e-006;-1.36851e-005
11.68;2.08666e-005;6.33271e-006;6.05543e-006;-1.33901e-005
11.685;-7.05649e-006;1.32568e-005;9.33693e-006;-1.31103e-005
11.69;-2.31168e-005;1.34425e-005;1.26234e-005;-1.28484e-005
11.695;-1.23209e-005;1.17775e-005;1.5667e-005;-1.26067e-005
11.7;6.03104e-006;9.55893e-006;1.82316e-005;-1.23872e-005
11.705;2.57911e-005;4.88703e-006;2.01132e-005;-1.21916e-005
11.71;1.16268e-005;-1.56866e-006;2.11578e-005;-1.20212e-005
11.715;-1.95094e-005;-4.28875e-006;2.12739e-005;-1.18768e-005
11.72;-1.67438e-005;1.45655e-006;2.04399e-005;-1.17589e-005
11.725;-1.40822e-005;1.22001e-005;1.8705e-005;-1.16676e-005
11.73;3.53111e-005;1.69615e-005;1.61833e-005;-1.16024e-005
11.735;5.81469e-006;7.47134e-006;1.30434e-005;-1.15626e-005
11.74;-4.04375e-006;-1.20318e-005;9.49259e-006;-1.15471e-005
11.745;-1.00885e-005;-2.65601e-005;5.7591e-006;-1.15542e-005
11.75;-1.2655e-005;-2.3511e-005;2.07254e-006;-1.1582e-005
11.755;1.42248e-007;-4.89131e-006;-1.35468e-006;-1.16284e-005
11.76;7.0167e-006;1.36322e-005;-4.34359e-006;-1.16907e-005
11.765;2.80513e-005;1.65574e-005;-6.76128e-006;-1.17661e-005
11.77;-1.23119e-005;2.36303e-006;-8.52884e-006;-1.18515e-005
11.775;-2.03259e-005;-1.55863e-005;-9.62412e-006;-1.19435e-005
11.78;5.42863e-007;-2.14627e-005;-1.00794e-005;-1.20388e-005
11.785;2.44434e-006;-1.06753e-005;-9.97462e-006;-1.21336e-005
11.79;8.89267e-006;7.55068e-006;-9.42628e-006;-1.22243e-005
11.795;7.36704e-006;1.98004e-005;-8.57474e-006;-1.23071e-005
11.8;-8.53451e-007;2.01137e-005;-7.56963e-006;-1.23782e-005
11.805;-1.03276e-005;1.29086e-005;-6.55589e-006;-1.2434e-005
11.81;-9.74592e-006;6.03606e-006;-5.66121e-006;-1.24708e-005
11.815;7.80773e-006;2.37714e-006;-4.98602e-006;-1.24849e-005
11.82;1.66084e-006;-1.34759e-006;-4.59692e-006;-1.24732e-005
11.825;1.00484e-005;-8.34197e-006;-4.52351e-006;-1.24322e-005
11.83;4.28079e-006;-1.58396e-005;-4.75907e-006;-1.23592e-005
11.835;-1.10928e-005;-1.66421e-005;-5.26426e-006;-1.22514e-005
11.84;-1.71553e-005;-6.84728e-006;-5.97358e-006;-1.21064e-005
11.845;-1.9925e-006;8.53324e-006;-6.8034e-006;-1.19219e-005
11.85;3.80493e-005;1.8556e-005;-7.66086e-006;-1.16964e-005
11.855;-5.0466e-006;1.55447e-005;-8.45262e-006;-1.14282e-005
11.86;-2.32994e-005;1.6329e-006;-9.09264e-006;-1.11164e-005
11.865;2.95087e-006;-1.34345e-005;-9.50836e-006;-1.07601e-005
11.87;-4.05679e-006;-2.05646e-005;-9.64491e-006;-1.03591e-005
11.875;1.32689e-005;-1.76551e-005;-9.46721e-006;-9.91338e-006
11.88;1.05194e-005;-9.02576e-006;-8.96009e-006;-9.42325e-006
11.885;-2.60465e-005;-6.3812e-008;-8.12665e-006;-8.88949e-006
11.89;1.31485e-005;7.05838e-006;-6.98561e-006;-8.31318e-006
11.895;2.19059e-006;1.31194e-005;-5.56786e-006;-7.69573e-006
11.9;-2.8704e-006;1.85637e-005;-3.91309e-006;-7.03885e-006
11.905;-6.60089e-006;2.13146e-005;-2.06678e-006;-6.34458e-006
11.91;-5.665e-006;1.81551e-005;-7.79701e-008;-5.61519e-006
11.915;2.9247e-005;8.25371e-006;2.00213e-006;-4.85321e-006
11.92;-8.83996e-006;-4.96741e-006;4.12065e-006;-4.06138e-006
11.925;-2.14452e-005;-1.58877e-005;6.22297e-006;-3.24261e-006
11.93;3.69273e-006;-2.08078e-005;8.25241e-006;-2.39999e-006
11.935;5.53959e-006;-1.99849e-005;1.01501e-005;-1.5367e-006
11.94;2.06092e-005;-1.57748e-005;1.18554e-005;-6.56037e-007
11.945;-1.02545e-005;-9.47297e-006;1.33071e-005;2.38662e-007
11.95;-2.93621e-005;-7.10711e-007;1.4446e-005;1.14403e-006
11.955;2.87367e-005;1.00524e-005;1.52178e-005;2.0567e-006
11.96;-4.62069e-006;1.92208e-005;1.55779e-005;2.97335e-006
11.965;3.09084e-006;2.11912e-005;1.54947e-005;3.89071e-006
11.97;-9.30187e-006;1.26318e-005;1.49551e-005;4.80558e-006
11.975;-4.00365e-006;-3.5874e-006;1.39669e-005;5.71492e-006
11.98;1.72768e-005;-1.84885e-005;1.25614e-005;6.61578e-006
11.985;-5.28254e-006;-2.20501e-005;1.07936e-005;7.50538e-006
11.99;-1.51548e-006;-1.03999e-005;8.74057e-006;8.38114e-006
11.995;-9.20632e-006;1.01243e-005;6.49686e-006;9.24063e-006
12;-5.2208e-006;2.6086e-005;4.1691e-006;1.00816e-005
12.005;1.8539e-005;2.61607e-005;1.86805e-006;1.09021e-005
12.01;1.08542e-005;9.84046e-006;-2.99876e-007;1.17003e-005
12.015;-1.68325e-005;-1.16778e-005;-2.24132e-006;1.24746e-005
12.02;-1.57779e-005;-2.3777e-005;-3.88395e-006;1.32236e-005
12.025;9.89327e-006;-1.9372e-005;-5.18287e-006;1.39463e-005
12.03;1.39184e-005;-3.65914e-006;-6.12453e-006;1.46416e-005
12.035;-1.1867e-006;1.07069e-005;-6.72779e-006;1.53089e-005
12.04;-9.22197e-006;1.34068e-005;-7.0417e-006;1.59476e-005
12.045;-2.61203e-006;3.41462e-006;-7.14003e-006;1.65574e-005
12.05;1.019e-006;-1.13182e-005;-7.11311e-006;1.71381e-005
12.055;9.34267e-006;-2.00724e-005;-7.05742e-006;1.76897e-005
12.06;5.6769e-007;-1.6602e-005;-7.06417e-006;1.82124e-005
12.065;-1.50123e-005;-2.83308e-006;-7.20788e-006;1.87064e-005
12.07;3.9235e-006;1.28398e-005;-7.5363e-006;1.91721e-005
12.075;1.21077e-005;2.12304e-005;-8.06276e-006;1.961e-005
12.08;-3.18988e-006;1.82301e-005;-8.76202e-006;2.00207e-005
12.085;-6.73238e-006;7.05151e-006;-9.57024e-006;2.04048e-005
12.09;-5.8665e-007;-4.39722e-006;-1.03894e-005;2.07629e-005
12.095;-1.91462e-006;-8.87109e-006;-1.10957e-005;2.10958e-005
12.1;1.41337e-005;-4.21249e-006;-1.15523e-005;2.14042e-005
12.105;-6.5488e-006;5.66865e-006;-1.16233e-005;2.16888e-005
12.11;-4.49561e-006;1.3416e-005;-1.11901e-005;2.19502e-005
12.115;-5.92807e-006;1.28129e-005;-1.01663e-005;2.21892e-005
12.12;3.1909e-006;2.85701e-006;-8.51117e-006;2.24063e-005
12.125;2.14837e-005;-1.12156e-005;-6.23862e-006;2.2602e-005
12.13;-1.69859e-005;-2.12116e-005;-3.42201e-006;2.2777e-005
12.135;2.65068e-006;-2.18292e-005;-1.9267e-007;2.29315e-005
12.14;-1.90431e-005;-1.45397e-005;3.26736e-006;2.30659e-005
12.145;9.92552e-006;-5.75845e-006;6.73823e-006;2.31804e-005
12.15;1.80609e-005;-6.1357e-007;9.97986e-006;2.32752e-005
12.155;8.58369e-006;1.58591e-006;1.27527e-005;2.33503e-005
12.16;-1.76621e-005;5.26798e-006;1.484e-005;2.34057e-005
12.165;-3.26774e-005;1.20609e-005;1.60685e-005;2.34411e-005
12.17;2.68197e-005;1.74797e-005;1.63275e-005;2.34563e-005
12.175;7.99668e-006;1.54561e-005;1.55815e-005;2.34509e-005
12.18;1.74145e-005;6.12815e-006;1.38778e-005;2.34245e-005
12.185;-7.25606e-006;-2.50106e-006;1.13456e-005;2.33765e-005
12.19;-3.45766e-005;-2.28085e-006;8.18794e-006;2.33062e-005
12.195;-8.84281e-006;5.7217e-006;4.66664e-006;2.3213e-005
12.2;3.68339e-005;1.10288e-005;1.08066e-006;2.3096e-005
12.205;1.62234e-005;4.22232e-006;-2.25948e-006;2.29543e-005
12.21;-1.35009e-005;-1.24059e-005;-5.05933e-006;2.27871e-005
12.215;-2.13969e-005;-2.55528e-005;-7.06765e-006;2.25932e-005
12.22;-5.06838e-006;-2.29328e-005;-8.10043e-006;2.23717e-005
12.225;1.08702e-005;-4.91772e-006;-8.05959e-006;2.21215e-005
12.23;9.9967e-006;1.54106e-005;-6.94437e-006;2.18415e-005
12.235;1.61836e-005;2.33685e-005;-4.85413e-006;2.15306e-005
12.24;-2.40899e-005;1.42532e-005;-1.98218e-006;2.11877e-005
12.245;-8.99011e-006;-4.42017e-006;1.39921e-006;2.08116e-005
12.25;2.8689e-006;-2.02368e-005;4.96134e-006;2.04012e-005
12.255;1.5257e-005;-2.50326e-005;8.34738e-006;1.99556e-005
12.26;3.31715e-006;-1.86847e-005;1.1204e-005;1.94736e-005
12.265;-7.94528e-006;-6.60828e-006;1.32134e-005;1.89544e-005
12.27;-4.83794e-006;5.15947e-006;1.41234e-005;1.83969e-005
12.275;-1.50279e-005;1.34131e-005;1.37714e-005;1.78003e-005
12.28;2.99097e-005;1.83985e-005;1.2102e-005;1.71639e-005
12.285;-7.16196e-008;2.20245e-005;9.17454e-006;1.64871e-005
12.29;-9.94487e-006;2.48935e-005;5.16103e-006;1.57692e-005
12.295;-1.44277e-005;2.43276e-005;3.33474e-007;1.50098e-005
12.3;-1.12507e-006;1.58307e-005;-4.95748e-006;1.42088e-005
12.305;3.0869e-005;-2.00939e-006;-1.03114e-005;1.33658e-005
12.31;-1.1797e-005;-2.33012e-005;-1.53117e-005;1.24809e-005
12.315;-4.17188e-006;-3.65522e-005;-1.9561e-005;1.15542e-005
12.32;-6.95545e-006;-3.28044e-005;-2.27153e-005;1.05862e-005
12.325;2.04693e-006;-1.38948e-005;-2.45132e-005;9.57727e-006
12.33;2.36705e-006;7.15e-006;-2.47988e-005;8.5282e-006
12.335;1.60377e-006;1.54024e-005;-2.35346e-005;7.43989e-006
12.34;4.67003e-006;6.00565e-006;-2.08043e-005;6.31348e-006
12.345;-1.42183e-007;-1.14161e-005;-1.68062e-005;5.15031e-006
12.35;8.63024e-007;-2.03373e-005;-1.18351e-005;3.95196e-006
12.355;-1.81569e-005;-1.11073e-005;-6.25728e-006;2.72023e-006
12.36;6.40797e-006;1.0636e-005;-4.7967e-007;1.45714e-006
12.365;8.40503e-006;2.8361e-005;5.08433e-006;1.64988e-007
12.37;6.71891e-006;2.84012e-005;1.00486e-005;-1.15373e-006
12.375;-4.24392e-006;1.14084e-005;1.40852e-005;-2.49628e-006
12.38;-8.06905e-006;-8.2959e-006;1.6949e-005;-3.85968e-006
12.385;1.49431e-006;-1.48234e-005;1.84955e-005;-5.24073e-006
12.39;-3.15929e-006;-3.8708e-006;1.86887e-005;-6.63599e-006
12.395;3.62406e-006;1.40847e-005;1.76e-005;-8.04183e-006
12.4;1.08793e-006;2.28301e-005;1.53979e-005;-9.45441e-006
12.405;1.16231e-005;1.37373e-005;1.23302e-005;-1.08696e-005
12.41;-5.3398e-006;-7.69366e-006;8.69973e-006;-1.22833e-005
12.415;-2.08211e-005;-2.68681e-005;4.83688e-006;-1.36911e-005
12.42;1.2789e-005;-3.17228e-005;1.071e-006;-1.50884e-005
12.425;6.80904e-006;-2.11459e-005;-2.29669e-006;-1.64705e-005
12.43;-2.18641e-006;-4.13456e-006;-5.01653e-006;-1.78327e-005
12.435;-3.35321e-006;8.23283e-006;-6.90804e-006;-1.91701e-005
12.44;-3.85048e-007;1.0758e-005;-7.8709e-006;-2.04779e-005
12.445;3.10506e-006;6.17237e-006;-7.88832e-006;-2.17511e-005
12.45;6.73387e-006;1.04066e-006;-7.02335e-006;-2.29847e-005
12.455;-2.29416e-005;-1.02747e-008;-5.40852e-006;-2.41739e-005
12.46;6.75314e-006;3.07133e-006;-3.23038e-006;-2.53138e-005
12.465;2.04134e-005;7.4193e-006;-7.10478e-007;-2.63996e-005
12.47;-4.63562e-007;1.03498e-005;1.91529e-006;-2.74267e-005
12.475;-1.45608e-005;1.0536e-005;4.41711e-006;-2.83907e-005
12.48;-1.94422e-005;7.14437e-006;6.58974e-006;-2.92874e-005
12.485;2.29415e-005;-2.96172e-007;8.26748e-006;-3.01124e-005
12.49;6.96621e-006;-9.93868e-006;9.33484e-006;-3.08622e-005
12.495;3.25223e-006;-1.62874e-005;9.73212e-006;-3.15332e-005
12.5;-9.81393e-006;-1.31205e-005;9.45593e-006;-3.21221e-005
12.505;-1.29252e-005;3.03365e-007;8.55503e-006;-3.26262e-005
12.51;-9.63437e-007;1.58903e-005;7.12216e-006;-3.30429e-005
12.515;1.37381e-005;2.12815e-005;5.28298e-006;-3.33702e-005
12.52;1.90576e-005;9.92681e-006;3.18329e-006;-3.36063e-005
12.525;-2.02104e-005;-1.2145e-005;9.75704e-007;-3.375e-005
12.53;-8.57418e-006;-2.97154e-005;-1.19286e-006;-3.38006e-005
12.535;5.03658e-007;-2.97677e-005;-3.1921e-006;-3.37576e-005
12.54;6.25095e-006;-1.14551e-005;-4.91669e-006;-3.36213e-005
12.545;1.12814e-005;1.33833e-005;-6.2918e-006;-3.33923e-005
12.55;-5.71566e-006;2.90077e-005;-7.27543e-006;-3.30717e-005
12.555;-8.89449e-006;2.66148e-005;-7.85787e-006;-3.26611e-005
12.56;-4.85051e-006;9.50872e-006;-8.0586e-006;-3.21626e-005
12.565;1.77648e-005;-1.00573e-005;-7.92105e-006;-3.15786e-005
12.57;1.39543e-006;-1.93642e-005;-7.50629e-006;-3.09123e-005
12.575;-2.17797e-005;-1.33404e-005;-6.88596e-006;-3.01671e-005
12.58;7.28465e-006;2.57119e-006;-6.13527e-006;-2.93467e-005
12.585;1.7707e-005;1.63737e-005;-5.32682e-006;-2.84555e-005
12.59;-1.49799e-005;1.77046e-005;-4.52536e-006;-2.7498e-005
12.595;-4.38452e-006;4.91995e-006;-3.7841e-006;-2.64792e-005
12.6;8.97081e-006;-1.35894e-005;-3.14243e-006;-2.54043e-005
12.605;9.21555e-007;-2.4811e-005;-2.62514e-006;-2.42789e-005
12.61;-9.45057e-007;-1.99231e-005;-2.24292e-006;-2.31086e-005
12.615;-3.73631e-006;-8.09331e-007;-1.99387e-006;-2.18994e-005
12.62;-5.23515e-006;2.04054e-005;-1.86573e-006;-2.06573e-005
12.625;4.22281e-006;2.91874e-005;-1.83836e-006;-1.93883e-005
12.63;1.0238e-005;1.88591e-005;-1.88633e-006;-1.80987e-005
12.635;-2.90118e-006;-4.1343e-006;-1.98123e-006;-1.67946e-005
12.64;-9.13213e-006;-2.43674e-005;-2.09357e-006;-1.5482e-005
12.645;1.76899e-006;-2.84023e-005;-2.1942e-006;-1.41672e-005
12.65;2.75953e-006;-1.44571e-005;-2.25516e-006;-1.28557e-005
12.655;-3.748e-006;6.61354e-006;-2.25018e-006;-1.15535e-005
12.66;5.1553e-006;1.97216e-005;-2.15492e-006;-1.02658e-005
12.665;1.51449e-006;1.67769e-005;-1.94715e-006;-8.99783e-006
12.67;-8.57159e-007;2.16797e-006;-1.60704e-006;-7.7545e-006
12.675;-8.59973e-007;-1.13921e-005;-1.11775e-006;-6.54029e-006
12.68;-7.07355e-006;-1.29841e-005;-4.6647e-007;-5.35933e-006
12.685;-2.1431e-006;-1.5237e-006;3.54192e-007;-4.21538e-006
12.69;1.59097e-005;1.41653e-005;1.34451e-006;-3.11172e-006
12.695;-4.16721e-006;2.25359e-005;2.49579e-006;-2.05121e-006
12.7;-4.76462e-006;1.7644e-005;3.78866e-006;-1.03625e-006
12.705;-3.39124e-006;2.50452e-006;5.19185e-006;-6.87459e-008
12.71;3.06778e-006;-1.40089e-005;6.66166e-006;8.49847e-007
12.715;4.72087e-006;-2.34203e-005;8.14255e-006;1.71857e-006
12.72;-5.94491e-006;-2.24217e-005;9.5688e-006;2.53697e-006
12.725;2.65107e-006;-1.36161e-005;1.08675e-005;3.30499e-006
12.73;1.24813e-006;-2.78341e-006;1.19627e-005;4.0231e-006
12.735;-1.88514e-006;4.93747e-006;1.27801e-005;4.69217e-006
12.74;-1.44922e-006;7.60212e-006;1.32526e-005;5.3135e-006
12.745;2.01049e-006;6.68898e-006;1.33254e-005;5.88877e-006
12.75;-5.38651e-007;5.39103e-006;1.29607e-005;6.42003e-006
12.755;4.68443e-006;6.23419e-006;1.21415e-005;6.90965e-006
12.76;-7.93416e-006;9.42071e-006;1.08734e-005;7.36031e-006
12.765;1.99149e-006;1.28011e-005;9.18503e-006;7.7749e-006
12.77;-3.92361e-008;1.34079e-005;7.12693e-006;8.15656e-006
12.775;1.44137e-006;9.44964e-006;4.76826e-006;8.50858e-006
12.78;1.67867e-005;1.34251e-006;2.19268e-006;8.83438e-006
12.785;-3.16791e-005;-8.75209e-006;-5.06742e-007;9.13745e-006
12.79;7.45487e-006;-1.80525e-005;-3.23292e-006;9.42132e-006
12.795;1.13459e-005;-2.38088e-005;-5.88982e-006;9.68951e-006
12.8;7.10867e-006;-2.35645e-005;-8.37841e-006;1.04968e-005
12.805;-1.88874e-006;-1.61181e-005;-1.06355e-005;1.05599e-005
12.81;-3.06141e-005;-3.20214e-006;-1.25804e-005;1.06182e-005
12.815;1.9941e-005;1.01118e-005;-1.41548e-005;1.06748e-005
12.82;8.13628e-006;1.8016e-005;-1.53124e-005;1.07329e-005
12.825;5.06452e-008;1.81139e-005;-1.60196e-005;1.07952e-005
12.83;-2.95409e-006;1.31732e-005;-1.62539e-005;1.08642e-005
12.835;-9.73832e-006;8.36504e-006;-1.60049e-005;1.0942e-005
12.84;-1.07657e-006;6.47466e-006;-1.52737e-005;1.10306e-005
12.845;5.98828e-006;5.81844e-006;-1.40739e-005;1.11314e-005
12.85;1.09887e-005;2.83015e-006;-1.24334e-005;1.12455e-005
12.855;-6.91794e-006;-3.56049e-006;-1.03956e-005;1.13737e-005
12.86;-5.63418e-006;-1.03465e-005;-8.02135e-006;1.15163e-005
12.865;-2.24339e-006;-1.31688e-005;-5.3894e-006;1.16733e-005
12.87;3.85493e-006;-1.04611e-005;-2.5966e-006;1.18444e-005
12.875;4.13816e-006;-4.94113e-006;2.44041e-007;1.20287e-005
12.88;1.75463e-006;-1.19195e-006;3.00694e-006;1.22253e-005
12.885;-6.99683e-006;-1.70806e-006;5.55945e-006;1.24325e-005
12.89;-2.48466e-006;-4.85945e-006;7.76922e-006;1.26486e-005
12.895;6.14309e-006;-6.31882e-006;9.51274e-006;1.28716e-005
12.9;2.49415e-006;-2.7075e-006;1.06847e-005;1.30991e-005
12.905;1.25182e-006;5.33986e-006;1.12071e-005;1.33285e-005
12.91;-1.28544e-005;1.31091e-005;1.10373e-005;1.35571e-005
12.915;-7.33766e-007;1.51692e-005;1.01746e-005;1.3782e-005
12.92;1.5119e-005;9.91955e-006;8.66288e-006;1.4e-005
12.925;4.55595e-007;1.49423e-006;6.59185e-006;1.4208e-005
12.93;1.36904e-006;-3.32467e-006;4.09303e-006;1.44028e-005
12.935;-2.04325e-005;-1.17265e-006;1.3332e-006;1.45811e-005
12.94;-1.02388e-007;4.38121e-006;-1.49558e-006;1.47398e-005
12.945;1.41657e-005;5.84085e-006;-4.18837e-006;1.48756e-005
12.95;8.63002e-006;-9.1371e-007;-6.54133e-006;1.49857e-005
12.955;5.81474e-006;-1.20664e-005;-8.36614e-006;1.5067e-005
12.96;-2.51201e-005;-1.89e-005;-9.50386e-006;1.51168e-005
12.965;-1.76418e-005;-1.57023e-005;-9.83693e-006;1.51325e-005
12.97;2.90463e-005;-4.79724e-006;-9.29866e-006;1.5112e-005
12.975;2.10596e-005;5.95859e-006;-7.87918e-006;1.50531e-005
12.98;-2.23011e-005;1.01298e-005;-5.62762e-006;1.4954e-005
12.985;-7.47842e-006;7.21677e-006;-2.65032e-006;1.48134e-005
12.99;-7.17462e-006;1.51609e-006;8.9486e-007;1.463e-005
12.995;9.44382e-006;-1.98124e-006;4.80758e-006;1.44031e-005
13;1.4888e-005;-5.41085e-007;8.85687e-006;1.41322e-005
13.005;1.41357e-006;5.51665e-006;1.27948e-005;1.38171e-005
13.01;-1.29494e-005;1.28287e-005;1.63716e-005;1.34581e-005
13.015;-1.74791e-005;1.57054e-005;1.93502e-005;1.30556e-005
13.02;5.45448e-006;9.14219e-006;2.15209e-005;1.26107e-005
13.025;2.32084e-005;-6.26758e-006;2.27139e-005;1.21244e-005
13.03;1.49173e-005;-2.20079e-005;2.281e-005;1.15984e-005
13.035;-2.82217e-005;-2.64047e-005;2.17484e-005;1.10344e-005
13.04;-1.73332e-005;-1.44436e-005;1.95312e-005;1.04346e-005
13.045;5.74159e-006;6.19731e-006;1.62251e-005;9.80133e-006
13.05;2.05679e-005;2.00587e-005;1.19592e-005;9.13709e-006
13.055;1.40708e-005;1.66752e-005;6.91917e-006;8.44472e-006
13.06;-1.17588e-005;-3.20094e-007;1.33899e-006;7.72718e-006
13.065;-2.18212e-005;-1.64139e-005;-4.51098e-006;6.98758e-006
13.07;-8.47794e-006;-1.8677e-005;-1.03379e-005;6.22915e-006
